Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	fusion protein	6	1.8461538461538463	1.2405161593873362E-5	D14823, H24956, X51798, D10570, X16416, X63105	324	19	19235	18.747563352826507	0.006171094128275545	2.2924090660958463E-4	0.01785743555089425
GOTERM_BP_FAT	GO:0030817~regulation of cAMP biosynthetic process	12	3.6923076923076925	1.4790336230466663E-5	M32215, L05500, X73427, L20469, X72304, M97759, L37362, U12569, D90150, U17473, M63108, J00301	302	101	13528	5.322142810307521	0.035117075761391336	0.0012319476678205321	0.025988307444524406
GOTERM_BP_FAT	GO:0051339~regulation of lyase activity	12	3.6923076923076925	1.4790336230466663E-5	M32215, L05500, X73427, L20469, X72304, M97759, L37362, U12569, D90150, U17473, M63108, J00301	302	101	13528	5.322142810307521	0.035117075761391336	0.0012319476678205321	0.025988307444524406
UP_SEQ_FEATURE	region of interest:Heparin-binding	6	1.8461538461538463	1.6818429049142762E-5	X78947, X14390, M34187, U11814, M63889, M17779, X14787, M35718	324	20	19113	17.697222222222223	0.022416367275128968	0.0020589168811271374	0.027579640594987964
UP_SEQ_FEATURE	nucleotide phosphate-binding region:ATP	36	11.076923076923077	1.682178262677091E-5	M97639, X60702, M34187, L06139, X90846, X59727, X66357, L13616, U12779, L04947, U02687, X16416, U18288, M63889, M35718, D50487, X04434, J03358, Z33998, H24956, D28475, U24153, Z29093, U11814, X83107, X78711, X15573, D29767, U01134, M94173, J02958, Z22533, U33054, X77278, L04791, M16451, L11695, X52479	324	962	19113	2.2075537075537075	0.022420786626191846	0.001887878520176356	0.027585139234942435
GOTERM_BP_FAT	GO:0008015~blood circulation	16	4.923076923076923	1.7717548356720417E-5	M74290, L25615, L32961, L43964, M24122, M84426, L00073, M96936, U37529, X86096, U03749, X02157, Z22533, X04297, L20469, M97759, M19714	302	186	13528	3.8533076977853735	0.041919709274111594	0.0014264381267826698	0.03113099784816109
GOTERM_BP_FAT	GO:0003013~circulatory system process	16	4.923076923076923	1.7717548356720417E-5	M74290, L25615, L32961, L43964, M24122, M84426, L00073, M96936, U37529, X86096, U03749, X02157, Z22533, X04297, L20469, M97759, M19714	302	186	13528	3.8533076977853735	0.041919709274111594	0.0014264381267826698	0.03113099784816109
GOTERM_BP_FAT	GO:0030814~regulation of cAMP metabolic process	12	3.6923076923076925	1.7843485359175612E-5	M32215, L05500, X73427, L20469, X72304, M97759, L37362, U12569, D90150, U17473, M63108, J00301	302	103	13528	5.218800231466599	0.042211299883725184	0.001390261363957146	0.03135224543808768
GOTERM_BP_FAT	GO:0044057~regulation of system process	21	6.461538461538462	1.9746912834456258E-5	U09002, M74290, L25615, X55005, L43964, L20431, M24122, M84426, U17473, M81778, U01134, D10923, M34064, U37529, X06389, X04297, L20469, M97759, M19714, L26081, X52479, M10988	302	309	13528	3.044300135022182	0.0466076494396509	0.001490411967854488	0.03469615271839421
GOTERM_MF_FAT	GO:0019838~growth factor binding	12	3.6923076923076925	2.2102895556203197E-5	X06374, L04947, X78947, X61176, Z22533, M60047, M74782, M86826, X14787, U01134, L11695, X04434	291	105	12983	5.09887088856161	0.01317433257417655	0.004410871371995584	0.03263933852590828
SP_PIR_KEYWORDS	phosphoprotein	159	48.92307692307693	2.4638065560596598E-5	U01828, M13299, L12964, L16464, L06139, M83554, L09190, U05569, M55153, U12779, L08895, U14528, X16416, M63889, U36310, Z12020, X04434, U26425, H24956, U24153, X73874, L10386, Z29093, U12569, M31222, Z18956, X82676, U01134, X83618, X86096, M63623, M64752, J02958, X71490, J03544, U12431, X56654, X04391, L38969, U32989, U18920, M31724, L41415, L02320, M24069, M12996, M63108, X63105, Z33905, X59727, M96936, L13616, M64110, M34064, U03749, X06389, M29038, M69199, X81438, Z33998, L20431, X68242, X73427, M20311, M27819, L02785, X52056, M18372, Z11933, X82494, X15573, D25235, U39196, M83772, Z22533, L06133, D10570, L12468, X77278, M16451, M17779, M16801, M10988, L23823, U09002, M97639, X60702, L49231, U19878, M34187, L20852, X90846, M16707, X66357, U02687, M14502, L11005, U18247, U18549, D50487, X51730, Z49205, K01144, M32215, M59465, X64728, M81882, M84426, U38896, X83107, M99578, D14823, Y00064, M21868, M10938, X04297, U10301, M73077, X72304, L04791, Y00067, D13969, L25615, M86933, J02988, X53468, U15306, K03191, M13560, X83857, L04947, M34667, L26339, D90278, U17566, X85134, D37933, M15881, M35718, D10925, X83858, M74290, J03358, U28694, L43964, U05315, L37362, Z50115, U11814, M37884, M24439, X54667, D29767, M94173, D13789, M27602, L40380, U02082, X77777, M12849, U03886, L11695, D13644, X52479	324	7263	19235	1.2996555346479621	0.012219277021964348	4.389945484083446E-4	0.03546399750397056
GOTERM_BP_FAT	GO:0007190~activation of adenylate cyclase activity	9	2.769230769230769	2.685630475106413E-5	M32215, L05500, L20469, X72304, M97759, U12569, U17473, M63108, J00301	302	55	13528	7.3300421432871765	0.06285059608893329	0.00196511391047427	0.04718487225999768
GOTERM_BP_FAT	GO:0006955~immune response	34	10.461538461538462	2.812027622498783E-5	J04156, D13626, M55542, U19557, M55543, J02988, Y00796, X56841, M29474, X53468, M20429, X14787, M13560, X04450, U18288, X13967, X04434, D10925, X02874, K01144, D13637, L43964, D43768, X73427, L37362, M28826, U08137, M11220, X77777, L06133, M87284, M10938, J03507, X72304, M10988	302	690	13528	2.207275170361839	0.06570931501035915	0.0019970521523294815	0.04940507479368472
GOTERM_BP_FAT	GO:0045762~positive regulation of adenylate cyclase activity	9	2.769230769230769	3.0734446003576445E-5	M32215, L05500, L20469, X72304, M97759, U12569, U17473, M63108, J00301	302	56	13528	7.1991485335856185	0.07159414455220636	0.002120214807388332	0.053996792219279666
GOTERM_BP_FAT	GO:0030802~regulation of cyclic nucleotide biosynthetic process	12	3.6923076923076925	3.323192256058295E-5	M32215, L05500, X73427, L20469, X72304, M97759, L37362, U12569, D90150, U17473, M63108, J00301	302	110	13528	4.886694762191451	0.07718167189871783	0.002228704172547169	0.05838335538839168
GOTERM_BP_FAT	GO:0030808~regulation of nucleotide biosynthetic process	12	3.6923076923076925	3.323192256058295E-5	M32215, L05500, X73427, L20469, X72304, M97759, L37362, U12569, D90150, U17473, M63108, J00301	302	110	13528	4.886694762191451	0.07718167189871783	0.002228704172547169	0.05838335538839168
GOTERM_CC_FAT	GO:0044433~cytoplasmic vesicle part	15	4.615384615384616	3.50521725086419E-5	L38969, D11139, Z50194, M81882, M20311, M20786, X14787, M96936, X06374, X06389, M64752, U10301, X04571, M17779, Z12020	266	187	12782	3.8544891640866874	0.011362165953407777	9.518141134121638E-4	0.047423180726557934
GOTERM_BP_FAT	GO:0031281~positive regulation of cyclase activity	9	2.769230769230769	3.5070213188706056E-5	M32215, L05500, L20469, X72304, M97759, U12569, U17473, M63108, J00301	302	57	13528	7.072847682119205	0.08127293466745222	0.002288355865711189	0.06161200961264379
GOTERM_BP_FAT	GO:0002521~leukocyte differentiation	13	4.0	3.53872696464278E-5	J04156, K01144, L43964, M32215, J02988, M29474, M31222, X05825, M13560, U02687, M11220, M35543, L06133, M10988	302	131	13528	4.445275769677973	0.08197673369688507	0.0022483251465851284	0.06216885702957642
SP_PIR_KEYWORDS	tandem repeat	9	2.769230769230769	3.680986774441494E-5	U01828, L09190, M64110, M63623, X06389, M21868, M86933, X04571, L06139	324	75	19235	7.124074074074074	0.018200790072505413	6.331946916082742E-4	0.052979753387938366
GOTERM_BP_FAT	GO:0007155~cell adhesion	34	10.461538461538462	3.796354974756469E-5	U20350, L38969, L23823, X78947, M86407, J04177, M97639, Z29083, Y00796, L06139, X14787, M85289, M34064, X16416, D10925, J03358, U28694, H24956, X55005, D90312, D38163, M20311, M92642, L34155, X16354, Z29093, X63454, M54992, M73780, M63623, U04811, X17405, M86826, X56654, M10988	302	700	13528	2.1757426679280987	0.08767559189086105	0.002350045629736064	0.0666934787108997
GOTERM_BP_FAT	GO:0022610~biological adhesion	34	10.461538461538462	3.820016574286632E-5	U20350, L38969, L23823, X78947, M86407, J04177, M97639, Z29083, Y00796, L06139, X14787, M85289, M34064, X16416, D10925, J03358, U28694, H24956, X55005, D90312, D38163, M20311, M92642, L34155, X16354, Z29093, X63454, M54992, M73780, M63623, U04811, X17405, M86826, X56654, M10988	302	701	13528	2.1726388980737075	0.08819722169505984	0.0023056270531670586	0.06710902859848877
SP_PIR_KEYWORDS	calcium	31	9.538461538461538	3.8561295360031015E-5	Y00406, U09002, L38969, Z12173, D16593, M86407, Y00796, X53741, X04366, X14787, L09190, M34064, M55153, U03749, X06389, M34667, U36310, Z11887, U26425, H24956, Z11502, L10386, X82494, M27602, M94173, L13329, L12468, X56654, M17779, J00301, X52479	324	803	19235	2.2918876743077656	0.019058503111233027	6.412095836847431E-4	0.05549989930424548
GOTERM_CC_FAT	GO:0009986~cell surface	21	6.461538461538462	3.861756716353674E-5	Y00406, M74290, K01144, J02988, M84426, Y00796, M20311, U11814, M63108, M37884, Y00762, X14787, M81778, X60708, U39196, M13560, U08137, X06374, U02687, Z22533, L12468, M35718, X04391, M10988	266	348	12782	2.8997277676951	0.012510652874586525	9.679596849687666E-4	0.05224574750333222
GOTERM_BP_FAT	GO:0030099~myeloid cell differentiation	11	3.3846153846153846	4.050086507606946E-5	D14823, M11220, L43964, X02157, M35543, D11139, M29038, L49231, D10570, M12996, X05825, M10988	302	93	13528	5.298298084454888	0.09325369268669148	0.0023847756319046454	0.07114947922803871
GOTERM_MF_FAT	GO:0042802~identical protein binding	32	9.846153846153847	4.1293449215542435E-5	L23823, J05459, M86407, J02988, U19878, U38864, M12996, M63108, X90846, X14787, X60708, X05825, M13560, X51798, U13022, M63239, Z12020, X04434, L32961, K01144, X55005, U24153, M20311, M27819, Z11933, M31222, X15573, U01134, X06374, M87503, D14823, D10570, M10988	291	640	12983	2.2307560137457045	0.024472160948752153	0.006175001101850763	0.0609699672897146
GOTERM_BP_FAT	GO:0030799~regulation of cyclic nucleotide metabolic process	12	3.6923076923076925	4.271917753769998E-5	M32215, L05500, X73427, L20469, X72304, M97759, L37362, U12569, D90150, U17473, M63108, J00301	302	113	13528	4.756959503018226	0.0981025503771984	0.0024554199792092835	0.07504509748821331
GOTERM_BP_FAT	GO:0016310~phosphorylation	37	11.384615384615385	4.3126638424108846E-5	U01828, U18920, M97639, X60702, M34187, L06139, X90846, X14787, M13560, X59727, X66357, L13616, U12779, L04947, U02687, X16416, X04571, M97759, M63889, M35718, X04434, J03358, Z33998, K01144, H24956, U24153, Z29093, U11814, X83107, D29767, U01134, J02958, X71490, Z22533, U33054, X77278, L04791, L11695, M10988, X52479	302	800	13528	2.071754966887417	0.09899036957345675	0.0024212346024993225	0.0757606312813297
GOTERM_BP_FAT	GO:0051349~positive regulation of lyase activity	9	2.769230769230769	4.5284798590432724E-5	M32215, L05500, L20469, X72304, M97759, U12569, U17473, M63108, J00301	302	59	13528	6.833090133572792	0.10367825185537305	0.0024845410549844127	0.07955045197226562
GOTERM_BP_FAT	GO:0042981~regulation of apoptosis	37	11.384615384615385	4.844950157287445E-5	U09002, J04156, M86407, L12964, X66924, M24069, M29474, X15215, X90846, X14787, M83554, M13560, U05569, M55153, D10923, L08895, X80915, X16416, U13022, X04434, K01144, L43964, L20431, Z50194, M59465, L20433, X16707, U08137, M54886, M11220, L06133, L04791, D13969, X04391, L11695, J00301, X52479, M10988	302	804	13528	2.0614477282461863	0.11050845936685405	0.002598956453429002	0.08510755936138592
SP_PIR_KEYWORDS	atp-binding	43	13.230769230769232	5.356207331875682E-5	M97639, X60702, M34187, L06139, X90846, X59727, M96936, X66357, L13616, U12779, L04947, U02687, L05500, X16416, U18288, M63889, M35718, D50487, X04434, X02874, J03358, Z33998, H24956, D28475, U24153, Z29093, U11814, X83107, X78711, X15573, D29767, U01134, M94173, M74525, J02958, Z22533, L06133, M87284, X04297, U33054, X77278, L04791, M16451, L11695, X52479	324	1326	19235	1.9251834161964883	0.026374153587566673	8.618281030066122E-4	0.07708223997212604
UP_SEQ_FEATURE	mutagenesis site	59	18.153846153846153	5.403963784693166E-5	L23823, L49231, L20852, M34187, X14787, X05825, X60708, M81778, L08895, X75500, X51798, X16416, M27138, M63889, Z12020, X51730, X04434, M55580, D50487, X02874, D11139, M59465, U24153, M83667, D38044, M31222, U01134, U08137, D14823, M21868, M87284, J00301, M31724, M60047, X53468, M63108, U15306, M85289, L13616, D10923, M35543, X14390, M77481, D90278, U13022, X74142, L43964, D28475, M18372, M28826, L06133, D10570, M12849, M13150, M16451, M17779, L11695, D13644, M16801, M10988	324	2045	19113	1.701933351444354	0.07025730221103554	0.005587975026396519	0.08859131297057621
GOTERM_BP_FAT	GO:0006140~regulation of nucleotide metabolic process	12	3.6923076923076925	5.4450610806579715E-5	M32215, L05500, X73427, L20469, X72304, M97759, L37362, U12569, D90150, U17473, M63108, J00301	302	116	13528	4.633934688284997	0.12331778727889642	0.00285701332754551	0.09564449621162208
GOTERM_BP_FAT	GO:0006796~phosphate metabolic process	42	12.923076923076923	5.566154641695707E-5	U01828, U18920, M97639, X60702, M31724, U27831, M34187, L06139, X90846, X14787, M13560, X59727, X66357, L13616, U12779, L04947, U02687, X16416, X04571, M97759, U36310, M63889, M35718, X04434, J03358, Z33998, K01144, H24956, U24153, Z29093, U11814, X83107, X78711, X82676, D29767, U01134, J02958, X71490, Z22533, U33054, X77278, L04791, L11695, M10988, X52479	302	973	13528	1.9335842584210774	0.12588007782528698	0.002858411239116454	0.09777056807268591
GOTERM_BP_FAT	GO:0006793~phosphorus metabolic process	42	12.923076923076923	5.566154641695707E-5	U01828, U18920, M97639, X60702, M31724, U27831, M34187, L06139, X90846, X14787, M13560, X59727, X66357, L13616, U12779, L04947, U02687, X16416, X04571, M97759, U36310, M63889, M35718, X04434, J03358, Z33998, K01144, H24956, U24153, Z29093, U11814, X83107, X78711, X82676, D29767, U01134, J02958, X71490, Z22533, U33054, X77278, L04791, L11695, M10988, X52479	302	973	13528	1.9335842584210774	0.12588007782528698	0.002858411239116454	0.09777056807268591
GOTERM_BP_FAT	GO:0043067~regulation of programmed cell death	37	11.384615384615385	5.907344643870862E-5	U09002, J04156, M86407, L12964, X66924, M24069, M29474, X15215, X90846, X14787, M83554, M13560, U05569, M55153, D10923, L08895, X80915, X16416, U13022, X04434, K01144, L43964, L20431, Z50194, M59465, L20433, X16707, U08137, M54886, M11220, L06133, L04791, D13969, X04391, L11695, J00301, X52479, M10988	302	812	13528	2.0411378984112485	0.13305933135377268	0.0029702620479508113	0.1037607022087439
SP_PIR_KEYWORDS	heterodimer	10	3.076923076923077	5.975175613084804E-5	L23823, M73780, X04450, X56841, Y00796, X04366, X04297, M20429, M37884, M28826	324	103	19235	5.763813975788086	0.029376875292796534	9.313478113937013E-4	0.08598637031214107
GOTERM_BP_FAT	GO:0010941~regulation of cell death	37	11.384615384615385	6.353587139630167E-5	U09002, J04156, M86407, L12964, X66924, M24069, M29474, X15215, X90846, X14787, M83554, M13560, U05569, M55153, D10923, L08895, X80915, X16416, U13022, X04434, K01144, L43964, L20431, Z50194, M59465, L20433, X16707, U08137, M54886, M11220, L06133, L04791, D13969, X04391, L11695, J00301, X52479, M10988	302	815	13528	2.0336245073741517	0.14236019887849494	0.0031291974943810086	0.11159468903130243
GOTERM_BP_FAT	GO:0000165~MAPKKK cascade	15	4.615384615384616	6.391951365056414E-5	K01144, M97639, H24956, M34187, X14787, X90846, M13560, U01134, U12779, J02958, X04571, M97759, M63889, L04791, L11695, X52479, M10988	302	184	13528	3.651742009789807	0.14315513885863784	0.0030851990076105062	0.1122681631391731
GOTERM_BP_FAT	GO:0048514~blood vessel morphogenesis	16	4.923076923076923	7.613749386004422E-5	X78947, D90312, X16354, X63454, X14787, U01134, L13616, X06374, M55153, M34064, L04947, Z22533, L06133, X04571, L12468, M17779, L11695	302	211	13528	3.396754653024073	0.16809025914135223	0.0036019547647325734	0.1337142733315977
GOTERM_BP_FAT	GO:0007243~protein kinase cascade	22	6.769230769230769	8.439775651379392E-5	Z33998, K01144, H24956, D13637, M97639, Z50115, M34187, D29767, X90846, X14787, M13560, U01134, D25235, U12779, J02958, X04571, M97759, M13150, M63889, L04791, L11695, X52479, M10988, X04434	302	370	13528	2.6634687667800248	0.18453598655232473	0.003915353132797228	0.14821097724382337
KEGG_PATHWAY	hsa04080:Neuroactive ligand-receptor interaction	23	7.076923076923077	9.863332370993934E-5	L25615, U09002, D13626, M63108, M81778, X83857, M62400, M97759, X83858, M74290, Z49205, X55005, M32215, M84426, L37362, U17473, U12569, D25235, M27602, M64752, X77777, L20469, U10301, X72304, M13150	183	256	5085	2.4964779713114753	0.013811715352919363	0.00462526521304385	0.11646066798632893
GOTERM_CC_FAT	GO:0031012~extracellular matrix	20	6.153846153846154	1.0579475398767375E-4	X78947, J04177, D11139, M86933, U05291, D38163, X53741, M92642, L34155, X82494, X14787, M85289, M27602, M33875, D29992, X14390, U10301, X17405, M80927, Z11887	266	345	12782	2.7856598016781082	0.03390288269547126	0.0024606044741602995	0.14306960421544002
GOTERM_BP_FAT	GO:0051270~regulation of cell motion	15	4.615384615384616	1.0686004191855336E-4	M74290, M84426, M20311, L34155, L06139, X14787, X05825, U01134, X06374, U37529, L04947, Z22533, M19714, L26081, L11695, X04434	302	193	13528	3.4814535222866554	0.22763228086952358	0.004861625408617898	0.1876220974747489
UP_SEQ_FEATURE	domain:POU-specific	5	1.5384615384615385	1.2409124542611064E-4	D10216, Z21966, L20433, Z11933, X53468	324	16	19113	18.43460648148148	0.1540418412781277	0.011877850321285965	0.20332258615229915
GOTERM_BP_FAT	GO:0007268~synaptic transmission	19	5.846153846153846	1.24819133344853E-4	U09002, L32961, M81882, X67513, L37362, Z33905, M83712, Y00762, M81778, L13616, M94173, U37529, X77777, M64752, M62400, L20469, D37933, X81438, X52479	302	298	13528	2.856038046135384	0.26044503701438226	0.005571581495281919	0.21912160132974146
GOTERM_BP_FAT	GO:0031328~positive regulation of cellular biosynthetic process	32	9.846153846153847	1.3732453147239444E-4	L25615, D10216, L49231, J02988, U21663, U15212, M63108, M77810, X14787, M83554, L08895, M97759, U18288, X13967, X04434, X55005, D13637, X52056, Z11933, X69438, X16707, D38044, M31222, X06374, D14823, M11220, X02157, Z22533, D10570, L20469, L11695, J00301, M10988	302	685	13528	2.0925992168995022	0.2824668889304519	0.006017028098417865	0.24105001540176696
GOTERM_CC_FAT	GO:0031410~cytoplasmic vesicle	29	8.923076923076923	1.6051616904020494E-4	L38969, U18920, M31724, X14787, M96936, X06389, U17077, X04571, M63239, Z12020, X81438, D13637, L20431, D11139, Z50194, M81882, M20311, M20786, U08137, X06374, Y00064, M64752, X71490, L06133, U10301, X04297, L20469, L12468, M17779	266	642	12782	2.170601737989834	0.05098670531955107	0.003482752520690524	0.216996705759831
GOTERM_BP_FAT	GO:0007565~female pregnancy	11	3.3846153846153846	1.6865047154811572E-4	X02157, M21868, U04811, M92642, X72304, Z29093, X13967, X16707, X15215, U01134, L11695	302	110	13528	4.479470198675497	0.33479669745797813	0.007253255941242598	0.29596059814677167
GOTERM_BP_FAT	GO:0009891~positive regulation of biosynthetic process	32	9.846153846153847	1.7885747529437757E-4	L25615, D10216, L49231, J02988, U21663, U15212, M63108, M77810, X14787, M83554, L08895, M97759, U18288, X13967, X04434, X55005, D13637, X52056, Z11933, X69438, X16707, D38044, M31222, X06374, D14823, M11220, X02157, Z22533, D10570, L20469, L11695, J00301, M10988	302	695	13528	2.0624898756491494	0.35100948832975754	0.00755617036397227	0.3138460828806755
GOTERM_BP_FAT	GO:0007611~learning or memory	11	3.3846153846153846	1.8176747038165848E-4	M74290, U09002, U37529, L43964, L20431, M64752, M84426, L05500, L20469, X16707, X81438, X52479	302	111	13528	4.439114611300042	0.3555589382991804	0.007546756882275796	0.31894464226153163
GOTERM_CC_FAT	GO:0016023~cytoplasmic membrane-bounded vesicle	26	8.0	1.9787134567913106E-4	L38969, U18920, X14787, M96936, X06389, U17077, X04571, M63239, Z12020, X81438, D11139, Z50194, L20431, M81882, M20311, M20786, U08137, X06374, Y00064, M64752, X71490, L06133, X04297, L20469, U10301, M17779	266	550	12782	2.271578947368421	0.06247555000569471	0.004023909883419274	0.267433391190508
SP_PIR_KEYWORDS	growth factor receptor	5	1.5384615384615385	1.9826921315425179E-4	M34187, U11814, M63889, M35718, U01134, M83554, X04434	324	18	19235	16.4909122085048	0.09420851340701442	0.0029938774647945143	0.2850567716963903
GOTERM_BP_FAT	GO:0055065~metal ion homeostasis	15	4.615384615384616	1.9991168931004187E-4	M74290, L25615, U28694, D43768, M84426, X83857, U37529, L04947, M55153, L20469, J03507, U18549, M16801, X52479, J00301, D10925, X83858	302	205	13528	3.2776611209820707	0.3832150497900789	0.008156971187290751	0.35072931322391865
GOTERM_BP_FAT	GO:0048878~chemical homeostasis	26	8.0	2.0050886135300602E-4	U09002, L25615, X83857, U37529, L04947, M55153, X14390, X75500, U17077, U18549, X83858, D10925, M74290, U28694, L20431, D43768, M84426, M27819, Z11933, Y00762, L06133, L20469, J03507, M17779, M16451, M16801, X52479, J00301	302	512	13528	2.2747309602649004	0.3841048313428712	0.008045436012358187	0.3517752644857097
INTERPRO	IPR000327:POU-specific	5	1.5384615384615385	2.0258802738103106E-4	D10216, Z21966, L20433, Z11933, X53468	321	16	16659	16.2178738317757	0.14514124161008002	0.030877061586809362	0.30917577180600286
GOTERM_MF_FAT	GO:0004672~protein kinase activity	29	8.923076923076923	2.1833686664789602E-4	M97639, X60702, L06139, M34187, X90846, X59727, X66357, L13616, U12779, L04947, U02687, X16416, M63889, M35718, X04434, J03358, Z33998, H24956, X73874, U24153, Z29093, U11814, X83107, D29767, U01134, Z22533, J02958, U33054, X77278, L11695, X52479	291	606	12983	2.135047009855625	0.12279663236002925	0.025862957651039964	0.3219827721030688
GOTERM_BP_FAT	GO:0032101~regulation of response to external stimulus	13	4.0	2.28643759100527E-4	M75106, M20786, X68314, U17473, X14787, X06374, U37529, L04947, M55153, L20469, M10938, M97759, X52479	302	159	13528	3.662459910866758	0.4246030642488653	0.009019652951942403	0.40104201307351595
SP_PIR_KEYWORDS	extracellular matrix	14	4.3076923076923075	2.3116140784971948E-4	X78947, J04177, M86933, D38163, U05291, X53741, M92642, X82494, L34155, M85289, M73780, M33875, X17405, Z11887	324	241	19235	3.448721889247477	0.10895725346521523	0.00338727597978572	0.332273540822714
GOTERM_BP_FAT	GO:0010578~regulation of adenylate cyclase activity involved in G-protein signaling	7	2.1538461538461537	2.3428180903091076E-4	M32215, L05500, L20469, M97759, U12569, U17473, J00301	302	40	13528	7.839072847682119	0.432392701298549	0.00909269103111976	0.4109119846903986
GOTERM_BP_FAT	GO:0010579~positive regulation of adenylate cyclase activity by G-protein signaling pathway	7	2.1538461538461537	2.3428180903091076E-4	M32215, L05500, L20469, M97759, U12569, U17473, J00301	302	40	13528	7.839072847682119	0.432392701298549	0.00909269103111976	0.4109119846903986
GOTERM_BP_FAT	GO:0007189~activation of adenylate cyclase activity by G-protein signaling pathway	7	2.1538461538461537	2.3428180903091076E-4	M32215, L05500, L20469, M97759, U12569, U17473, J00301	302	40	13528	7.839072847682119	0.432392701298549	0.00909269103111976	0.4109119846903986
INTERPRO	IPR013847:POU	5	1.5384615384615385	2.6093083100484673E-4	D10216, Z21966, L20433, Z11933, X53468	321	17	16659	15.263881253435954	0.18289429992844985	0.03310412666916196	0.3980486828371488
KEGG_PATHWAY	hsa04510:Focal adhesion	19	5.846153846153846	2.639117695997006E-4	L38969, L23823, M86407, J04177, U24153, M20311, L34155, X14787, U01134, L13616, X06374, M73780, L04947, M35543, J02958, M73077, X04571, X52479, X04434	183	201	5085	2.6266209933936873	0.03653244968475122	0.009260968288698601	0.31133385203517827
GOTERM_BP_FAT	GO:0006873~cellular ion homeostasis	21	6.461538461538462	2.733662503440308E-4	U09002, M74290, L25615, U28694, L20431, D43768, M84426, M27819, Z11933, Y00762, X83857, U37529, M55153, L06133, L20469, J03507, M16451, U18549, M16801, X52479, J00301, D10925, X83858	302	374	13528	2.5152105393632467	0.48357053010080964	0.010434332331204832	0.4793078601901146
GOTERM_MF_FAT	GO:0004715~non-membrane spanning protein tyrosine kinase activity	7	2.1538461538461537	2.746472063798614E-4	L13616, Z33998, J03358, X16416, X77278, X83107, D29767	291	41	12983	7.61721565669265	0.15194599264409503	0.02709466448729081	0.4048670654632658
GOTERM_CC_FAT	GO:0031988~membrane-bounded vesicle	26	8.0	3.189429116791637E-4	L38969, U18920, X14787, M96936, X06389, U17077, X04571, M63239, Z12020, X81438, D11139, Z50194, L20431, M81882, M20311, M20786, U08137, X06374, Y00064, M64752, X71490, L06133, X04297, L20469, U10301, M17779	266	568	12782	2.1995922905856187	0.09876746917182	0.006098503109557951	0.43074110880226835
GOTERM_BP_FAT	GO:0019226~transmission of nerve impulse	20	6.153846153846154	3.209009932169241E-4	U09002, L32961, M81882, X67513, Z11933, L37362, Z33905, M83712, Y00762, M81778, L13616, M94173, U37529, X77777, M64752, M62400, L20469, D37933, X81438, X52479	302	350	13528	2.5596972563859985	0.5396380151990585	0.012047808417784078	0.5624316512927829
GOTERM_CC_FAT	GO:0031982~vesicle	29	8.923076923076923	3.2277410316646453E-4	L38969, U18920, M31724, X14787, M96936, X06389, U17077, X04571, M63239, Z12020, X81438, D13637, L20431, D11139, Z50194, M81882, M20311, M20786, U08137, X06374, Y00064, M64752, X71490, L06133, U10301, X04297, L20469, L12468, M17779	266	670	12782	2.0798900235663784	0.09989273833934009	0.005829682356089716	0.43590477746791034
SMART	SM00352:POU	5	1.5384615384615385	3.2512566811920964E-4	D10216, Z21966, L20433, Z11933, X53468	199	16	9079	14.257223618090453	0.05069825060376931	0.025678826363590423	0.39187930553932215
GOTERM_BP_FAT	GO:0044087~regulation of cellular component biogenesis	12	3.6923076923076925	3.314479585320757E-4	M74290, M84426, L02320, D38044, M37884, X14787, L13616, U37529, M35543, Z22533, M19714, L11695, X52479	302	142	13528	3.785467773528589	0.5512289841082167	0.012251143940178566	0.5808662041830281
GOTERM_BP_FAT	GO:0050801~ion homeostasis	22	6.769230769230769	3.3452612269425344E-4	U09002, M74290, L25615, U28694, L20431, D43768, M84426, M27819, Z11933, Y00762, X83857, M55153, U37529, L04947, L06133, L20469, J03507, M16451, U18549, M16801, X52479, J00301, D10925, X83858	302	409	13528	2.4094949723926877	0.554556520178928	0.012178041731498057	0.5862457773306962
GOTERM_BP_FAT	GO:0055082~cellular chemical homeostasis	21	6.461538461538462	3.357788988988525E-4	U09002, M74290, L25615, U28694, L20431, D43768, M84426, M27819, Z11933, Y00762, X83857, U37529, M55153, L06133, L20469, J03507, M16451, U18549, M16801, X52479, J00301, D10925, X83858	302	380	13528	2.4754966887417216	0.55590371611525	0.012042039858793041	0.5884351210199479
GOTERM_CC_FAT	GO:0031983~vesicle lumen	7	2.1538461538461537	3.5044530316209114E-4	L38969, X06374, D11139, X04571, M20786, M17779, X14787	266	46	12782	7.312356979405034	0.10797863228390692	0.005995909820989298	0.4731925762434974
GOTERM_CC_FAT	GO:0045177~apical part of cell	13	4.0	3.550189849983505E-4	Z49205, L02320, L02785, X60708, M96936, L13616, M21868, M35543, X71490, L20469, L12468, M15881, L11695	266	179	12782	3.4898559247280208	0.10930813178759535	0.005771119652014711	0.4793545085249651
GOTERM_BP_FAT	GO:0048545~response to steroid hormone stimulus	14	4.3076923076923075	3.6778256459134496E-4	L25615, J05459, X16707, X15215, M24439, X14787, M96936, X06374, X63597, M26393, M84124, L11695, X52479, M10988	302	192	13528	3.266280353200883	0.5889720102693901	0.012989805920507802	0.6443491068401253
